"geneNames","geneIDs","feature","id","pval","qval"
"MSTRG.5115.2","MSTRG.5115","transcript","17457",0.0179053333371286,0.999989508679083
"FBtr0100258","MSTRG.4450","transcript","15016",0.0179788146997137,0.999989508679083
"MSTRG.8439.2","MSTRG.8439","transcript","28231",0.018083192656412,0.999989508679083
"FBtr0308336","MSTRG.8422","transcript","28189",0.0180938461967494,0.999989508679083
"FBtr0076424","MSTRG.6792","transcript","22985",0.0180970339812487,0.999989508679083
"FBtr0078189","MSTRG.8005","transcript","26926",0.0181505266247612,0.999989508679083
"MSTRG.13221.4","MSTRG.13221","transcript","45282",0.0181794025315192,0.999989508679083
"FBtr0085172","MSTRG.11299","transcript","37870",0.0182422337184388,0.999989508679083
"FBtr0300803","MSTRG.10433","transcript","34926",0.0185548943682565,0.999989508679083
"MSTRG.3761.2","MSTRG.3761","transcript","12537",0.0185612090444246,0.999989508679083
"MSTRG.10489.1","MSTRG.10489","transcript","35144",0.0185987526982802,0.999989508679083
"MSTRG.11799.5","MSTRG.11799","transcript","39603",0.0187227054864862,0.999989508679083
"FBtr0339084","MSTRG.4300","transcript","14525",0.0187295875796316,0.999989508679083
"MSTRG.4528.3","MSTRG.4528","transcript","15285",0.0189107559701227,0.999989508679083
"MSTRG.31.1","MSTRG.31","transcript","38",0.0192743781676079,0.999989508679083
"MSTRG.2233.4","MSTRG.2233","transcript","7466",0.0194915664961348,0.999989508679083
"MSTRG.9976.12","MSTRG.9976","transcript","33314",0.0196289973292116,0.999989508679083
"FBtr0088397","MSTRG.3462","transcript","11542",0.0196482541290807,0.999989508679083
"FBtr0333548","MSTRG.14001","transcript","48267",0.0196525825831257,0.999989508679083
"FBtr0085734","MSTRG.11685","transcript","39161",0.0198738304407725,0.999989508679083
"FBtr0099993","MSTRG.7361","transcript","24872",0.0198922995223602,0.999989508679083
"MSTRG.11854.3","MSTRG.11854","transcript","40074",0.0199218971502062,0.999989508679083
"FBtr0089245","MSTRG.11879","transcript","40248",0.0200918128122458,0.999989508679083
"MSTRG.11225.1","MSTRG.11225","transcript","37638",0.0201263787471817,0.999989508679083
"FBtr0070283","MSTRG.12094","transcript","41193",0.0201404385133139,0.999989508679083
"MSTRG.2668.13","MSTRG.2668","transcript","8969",0.0201412895175068,0.999989508679083
"MSTRG.9151.1","MSTRG.9151","transcript","30655",0.020170960639702,0.999989508679083
"FBtr0070795","MSTRG.12440","transcript","42467",0.020263118160055,0.999989508679083
"MSTRG.16.1","MSTRG.16","transcript","21",0.020283176718938,0.999989508679083
"MSTRG.6957.2","MSTRG.6957","transcript","23584",0.02034767725329,0.999989508679083
"FBtr0085056","MSTRG.11207","transcript","37595",0.0203598869710551,0.999989508679083
"FBtr0086116","MSTRG.2927","transcript","9684",0.020677467437265,0.999989508679083
"MSTRG.1876.1","MSTRG.1876","transcript","6166",0.0206846575702533,0.999989508679083
"FBtr0070558","MSTRG.12275","transcript","41868",0.0210330002761614,0.999989508679083
"FBtr0072755","MSTRG.5835","transcript","19767",0.0213552699596824,0.999989508679083
